Solution ID;Rank;Feasible;Single Objective;Best Iteration;Objective 1;Variable 1;Variable 2;Variable 3;Variable 4;Variable 5;Variable 6;Variable 7;Variable 8;Variable 9;Variable 10;Variable 11;Variable 12;Variable 13;Variable 14;Variable 15;Variable 16;Variable 17;Variable 18;Variable 19;Variable 20;Variable 21;Variable 22;Variable 23;Variable 24;Variable 25;Variable 26;Variable 27;Variable 28;Variable 29;Variable 30;Variable 31;Variable 32;Variable 33;Variable 34;Variable 35;Variable 36;Variable 37;Variable 38;Variable 39;Variable 40;Variable 41;Variable 42;Variable 43;Variable 44;Variable 45;Variable 46;Variable 47;Variable 48;Variable 49;Variable 50;Variable 51;Variable 52;Variable 53;Variable 54;Variable 55;Variable 56;Variable 57;Variable 58;Variable 59;Variable 60;Variable 61;Variable 62;Variable 63;Variable 64;Variable 65;Variable 66;Variable 67;Variable 68;PM;
462;1337;1;295;3566;295.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;11.000000;31.000000;21.000000;21.000000;21.000000;1.000000;11.000000;1.000000;11.000000;1.000000;11.000000;1.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;11.000000;11.000000;21.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;11.000000;31.000000;1.000000;11.000000;11.000000;41.000000;11.000000;1.000000;11.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;295.000000;
463;1192;1;270;3566;270.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;31.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;1.000000;21.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;1.000000;11.000000;31.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;270.000000;
464;5309;1;1955;3566;1955.000000;1.000000;1.000000;1.000000;1.000000;71.000000;81.000000;71.000000;51.000000;71.000000;31.000000;71.000000;11.000000;81.000000;11.000000;61.000000;51.000000;51.000000;31.000000;41.000000;51.000000;11.000000;41.000000;81.000000;21.000000;1.000000;71.000000;31.000000;11.000000;11.000000;71.000000;71.000000;71.000000;21.000000;81.000000;11.000000;21.000000;21.000000;71.000000;41.000000;81.000000;1.000000;61.000000;1.000000;11.000000;71.000000;41.000000;81.000000;31.000000;71.000000;81.000000;51.000000;61.000000;21.000000;61.000000;41.000000;21.000000;1.000000;21.000000;51.000000;71.000000;11.000000;61.000000;81.000000;81.000000;81.000000;71.000000;1.000000;51.000000;1955.000000;
465;5249;1;1925;3566;1925.000000;1.000000;1.000000;1.000000;1.000000;81.000000;-9.000000;-9.000000;-9.000000;31.000000;-9.000000;21.000000;71.000000;81.000000;71.000000;41.000000;21.000000;51.000000;31.000000;71.000000;81.000000;61.000000;1.000000;61.000000;11.000000;61.000000;51.000000;21.000000;-9.000000;41.000000;41.000000;81.000000;11.000000;21.000000;61.000000;51.000000;51.000000;71.000000;11.000000;51.000000;1.000000;81.000000;31.000000;31.000000;61.000000;-9.000000;21.000000;1.000000;71.000000;11.000000;41.000000;51.000000;51.000000;61.000000;51.000000;51.000000;71.000000;31.000000;11.000000;61.000000;1.000000;61.000000;61.000000;31.000000;1.000000;71.000000;61.000000;-9.000000;61.000000;1925.000000;
466;3775;1;1640;3566;1640.000000;1.000000;1.000000;1.000000;1.000000;21.000000;1.000000;-9.000000;81.000000;61.000000;51.000000;41.000000;21.000000;31.000000;21.000000;51.000000;31.000000;81.000000;-9.000000;11.000000;71.000000;61.000000;31.000000;21.000000;11.000000;11.000000;-9.000000;31.000000;51.000000;61.000000;31.000000;71.000000;51.000000;41.000000;11.000000;-9.000000;11.000000;21.000000;21.000000;61.000000;11.000000;1.000000;11.000000;61.000000;1.000000;11.000000;81.000000;61.000000;1.000000;41.000000;71.000000;61.000000;1.000000;31.000000;11.000000;51.000000;21.000000;81.000000;21.000000;-9.000000;61.000000;41.000000;81.000000;81.000000;1.000000;41.000000;11.000000;71.000000;21.000000;1640.000000;
467;3798;1;1645;3566;1645.000000;1.000000;1.000000;1.000000;1.000000;21.000000;41.000000;1.000000;1.000000;21.000000;31.000000;61.000000;61.000000;41.000000;1.000000;61.000000;1.000000;21.000000;71.000000;-9.000000;-9.000000;-9.000000;31.000000;1.000000;1.000000;1.000000;81.000000;21.000000;71.000000;51.000000;51.000000;51.000000;11.000000;1.000000;31.000000;71.000000;31.000000;-9.000000;41.000000;21.000000;21.000000;61.000000;81.000000;61.000000;81.000000;21.000000;21.000000;11.000000;21.000000;61.000000;61.000000;71.000000;51.000000;51.000000;1.000000;71.000000;31.000000;11.000000;71.000000;71.000000;21.000000;51.000000;1.000000;71.000000;51.000000;31.000000;-9.000000;1.000000;31.000000;1645.000000;
468;4686;1;1785;3566;1785.000000;1.000000;1.000000;1.000000;1.000000;31.000000;-9.000000;71.000000;71.000000;41.000000;21.000000;81.000000;41.000000;41.000000;31.000000;11.000000;-9.000000;11.000000;71.000000;41.000000;61.000000;51.000000;71.000000;81.000000;11.000000;61.000000;11.000000;71.000000;51.000000;31.000000;1.000000;11.000000;11.000000;61.000000;21.000000;41.000000;41.000000;71.000000;51.000000;41.000000;41.000000;31.000000;31.000000;71.000000;1.000000;71.000000;11.000000;-9.000000;61.000000;81.000000;61.000000;11.000000;81.000000;51.000000;61.000000;51.000000;51.000000;71.000000;51.000000;71.000000;31.000000;11.000000;1.000000;1.000000;31.000000;21.000000;31.000000;51.000000;11.000000;1785.000000;
469;4542;1;1760;3566;1760.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;31.000000;31.000000;61.000000;21.000000;11.000000;-9.000000;-9.000000;21.000000;61.000000;31.000000;71.000000;61.000000;-9.000000;71.000000;-9.000000;1.000000;31.000000;71.000000;81.000000;51.000000;1.000000;61.000000;41.000000;31.000000;11.000000;71.000000;1.000000;71.000000;81.000000;71.000000;51.000000;31.000000;61.000000;71.000000;71.000000;21.000000;-9.000000;41.000000;31.000000;1.000000;11.000000;11.000000;61.000000;71.000000;21.000000;51.000000;31.000000;81.000000;11.000000;1.000000;61.000000;31.000000;1.000000;71.000000;61.000000;61.000000;21.000000;31.000000;61.000000;81.000000;1.000000;81.000000;1760.000000;
470;4239;1;1710;3566;1710.000000;1.000000;1.000000;1.000000;1.000000;31.000000;31.000000;71.000000;1.000000;21.000000;61.000000;21.000000;1.000000;71.000000;51.000000;-9.000000;71.000000;41.000000;31.000000;61.000000;31.000000;71.000000;61.000000;11.000000;71.000000;51.000000;31.000000;81.000000;31.000000;31.000000;1.000000;41.000000;21.000000;61.000000;31.000000;61.000000;11.000000;-9.000000;61.000000;71.000000;11.000000;81.000000;11.000000;21.000000;61.000000;21.000000;51.000000;41.000000;-9.000000;-9.000000;-9.000000;1.000000;11.000000;41.000000;41.000000;61.000000;-9.000000;11.000000;31.000000;21.000000;61.000000;31.000000;71.000000;21.000000;11.000000;81.000000;61.000000;71.000000;41.000000;1710.000000;
471;4486;1;1750;3566;1750.000000;1.000000;1.000000;1.000000;1.000000;1.000000;21.000000;21.000000;31.000000;81.000000;81.000000;11.000000;11.000000;-9.000000;31.000000;71.000000;61.000000;-9.000000;1.000000;51.000000;61.000000;51.000000;61.000000;51.000000;81.000000;1.000000;71.000000;61.000000;1.000000;1.000000;1.000000;71.000000;51.000000;71.000000;-9.000000;21.000000;61.000000;51.000000;51.000000;-9.000000;21.000000;71.000000;31.000000;11.000000;31.000000;41.000000;11.000000;21.000000;41.000000;61.000000;21.000000;41.000000;31.000000;61.000000;31.000000;11.000000;81.000000;-9.000000;11.000000;31.000000;1.000000;11.000000;71.000000;71.000000;11.000000;41.000000;41.000000;1.000000;71.000000;1750.000000;
472;5258;1;1930;3566;1930.000000;1.000000;1.000000;1.000000;1.000000;61.000000;1.000000;61.000000;41.000000;11.000000;51.000000;1.000000;-9.000000;21.000000;41.000000;31.000000;41.000000;51.000000;61.000000;31.000000;61.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;11.000000;41.000000;41.000000;71.000000;51.000000;61.000000;71.000000;1.000000;-9.000000;81.000000;61.000000;81.000000;21.000000;81.000000;61.000000;1.000000;11.000000;21.000000;-9.000000;71.000000;51.000000;81.000000;61.000000;-9.000000;41.000000;71.000000;21.000000;71.000000;11.000000;11.000000;31.000000;51.000000;71.000000;71.000000;81.000000;11.000000;41.000000;1.000000;41.000000;21.000000;51.000000;31.000000;1930.000000;
473;3361;1;1575;3566;1575.000000;1.000000;1.000000;1.000000;1.000000;31.000000;21.000000;51.000000;71.000000;71.000000;11.000000;41.000000;61.000000;21.000000;11.000000;81.000000;11.000000;11.000000;71.000000;-9.000000;71.000000;41.000000;41.000000;51.000000;71.000000;21.000000;-9.000000;41.000000;21.000000;81.000000;21.000000;41.000000;61.000000;21.000000;51.000000;31.000000;51.000000;51.000000;41.000000;71.000000;31.000000;1.000000;1.000000;51.000000;71.000000;1.000000;71.000000;61.000000;61.000000;11.000000;-9.000000;1.000000;31.000000;81.000000;-9.000000;51.000000;51.000000;31.000000;71.000000;1.000000;21.000000;71.000000;1.000000;41.000000;61.000000;11.000000;81.000000;1.000000;51.000000;1575.000000;
474;1505;1;335;3566;335.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;31.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;81.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;1.000000;21.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;1.000000;11.000000;31.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;335.000000;
475;1035;1;250;3566;250.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;31.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;1.000000;21.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;1.000000;11.000000;31.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;250.000000;
477;1310;1;290;3566;290.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;11.000000;31.000000;21.000000;21.000000;21.000000;1.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;11.000000;11.000000;21.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;11.000000;31.000000;1.000000;11.000000;11.000000;41.000000;11.000000;1.000000;11.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;290.000000;
476;910;1;240;3566;240.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;31.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;1.000000;21.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;1.000000;11.000000;31.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;240.000000;
478;5364;1;2000;3566;2000.000000;1.000000;1.000000;1.000000;1.000000;71.000000;-9.000000;-9.000000;21.000000;21.000000;71.000000;81.000000;61.000000;81.000000;1.000000;71.000000;11.000000;71.000000;61.000000;61.000000;81.000000;81.000000;51.000000;-9.000000;71.000000;51.000000;11.000000;61.000000;-9.000000;51.000000;71.000000;21.000000;61.000000;71.000000;61.000000;31.000000;71.000000;31.000000;51.000000;51.000000;41.000000;81.000000;81.000000;61.000000;21.000000;61.000000;61.000000;51.000000;71.000000;51.000000;1.000000;71.000000;71.000000;31.000000;61.000000;1.000000;51.000000;61.000000;41.000000;11.000000;51.000000;21.000000;1.000000;51.000000;81.000000;11.000000;21.000000;21.000000;41.000000;2000.000000;
479;4861;1;1815;3566;1815.000000;1.000000;1.000000;1.000000;1.000000;41.000000;21.000000;41.000000;41.000000;51.000000;11.000000;1.000000;11.000000;-9.000000;71.000000;11.000000;81.000000;21.000000;1.000000;41.000000;61.000000;11.000000;41.000000;31.000000;31.000000;61.000000;21.000000;-9.000000;11.000000;81.000000;71.000000;71.000000;71.000000;41.000000;1.000000;1.000000;71.000000;-9.000000;21.000000;41.000000;81.000000;21.000000;11.000000;11.000000;61.000000;21.000000;11.000000;81.000000;31.000000;61.000000;31.000000;81.000000;21.000000;71.000000;61.000000;71.000000;71.000000;41.000000;71.000000;81.000000;31.000000;1.000000;41.000000;-9.000000;71.000000;31.000000;-9.000000;61.000000;81.000000;1815.000000;
480;4807;1;1805;3566;1805.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;41.000000;11.000000;11.000000;21.000000;21.000000;71.000000;71.000000;31.000000;51.000000;21.000000;71.000000;1.000000;21.000000;1.000000;11.000000;-9.000000;61.000000;1.000000;81.000000;41.000000;11.000000;51.000000;61.000000;41.000000;11.000000;81.000000;31.000000;21.000000;61.000000;51.000000;11.000000;21.000000;41.000000;1.000000;51.000000;11.000000;-9.000000;41.000000;11.000000;71.000000;81.000000;61.000000;71.000000;81.000000;81.000000;41.000000;51.000000;-9.000000;1.000000;1.000000;1.000000;31.000000;81.000000;11.000000;31.000000;31.000000;81.000000;71.000000;1.000000;31.000000;31.000000;81.000000;1.000000;1805.000000;
481;4905;1;1825;3566;1825.000000;1.000000;1.000000;1.000000;1.000000;31.000000;81.000000;1.000000;21.000000;21.000000;-9.000000;31.000000;21.000000;41.000000;1.000000;11.000000;71.000000;51.000000;71.000000;41.000000;81.000000;71.000000;71.000000;61.000000;21.000000;21.000000;71.000000;81.000000;51.000000;11.000000;71.000000;1.000000;41.000000;11.000000;11.000000;31.000000;1.000000;81.000000;51.000000;-9.000000;51.000000;41.000000;21.000000;31.000000;61.000000;-9.000000;-9.000000;1.000000;11.000000;61.000000;31.000000;1.000000;61.000000;21.000000;61.000000;31.000000;51.000000;51.000000;51.000000;31.000000;71.000000;71.000000;41.000000;41.000000;21.000000;41.000000;41.000000;31.000000;71.000000;1825.000000;
482;5341;1;1980;3566;1980.000000;1.000000;1.000000;1.000000;1.000000;41.000000;71.000000;31.000000;71.000000;61.000000;51.000000;1.000000;71.000000;41.000000;81.000000;61.000000;1.000000;1.000000;41.000000;81.000000;81.000000;71.000000;-9.000000;1.000000;61.000000;61.000000;81.000000;71.000000;51.000000;71.000000;11.000000;71.000000;31.000000;81.000000;41.000000;1.000000;51.000000;61.000000;71.000000;71.000000;41.000000;1.000000;61.000000;51.000000;31.000000;1.000000;81.000000;51.000000;-9.000000;21.000000;71.000000;1.000000;51.000000;51.000000;61.000000;41.000000;61.000000;61.000000;21.000000;61.000000;31.000000;41.000000;81.000000;11.000000;21.000000;21.000000;11.000000;1.000000;11.000000;1980.000000;
483;3826;1;1650;3566;1650.000000;1.000000;1.000000;1.000000;1.000000;11.000000;41.000000;61.000000;81.000000;61.000000;71.000000;41.000000;51.000000;31.000000;21.000000;61.000000;51.000000;1.000000;41.000000;31.000000;61.000000;81.000000;21.000000;71.000000;21.000000;41.000000;11.000000;51.000000;51.000000;41.000000;1.000000;71.000000;11.000000;1.000000;81.000000;41.000000;11.000000;31.000000;31.000000;21.000000;61.000000;51.000000;51.000000;1.000000;31.000000;71.000000;11.000000;-9.000000;81.000000;1.000000;31.000000;41.000000;71.000000;71.000000;21.000000;31.000000;21.000000;71.000000;61.000000;-9.000000;11.000000;81.000000;1.000000;11.000000;71.000000;61.000000;71.000000;1.000000;1.000000;1650.000000;
484;3666;1;1620;3566;1620.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;61.000000;11.000000;11.000000;51.000000;-9.000000;71.000000;81.000000;71.000000;81.000000;61.000000;51.000000;81.000000;1.000000;11.000000;51.000000;1.000000;1.000000;21.000000;1.000000;11.000000;61.000000;71.000000;21.000000;41.000000;41.000000;1.000000;51.000000;61.000000;51.000000;41.000000;11.000000;31.000000;11.000000;51.000000;1.000000;11.000000;21.000000;61.000000;71.000000;1.000000;-9.000000;41.000000;21.000000;11.000000;71.000000;61.000000;21.000000;71.000000;41.000000;71.000000;41.000000;11.000000;31.000000;31.000000;-9.000000;61.000000;1.000000;41.000000;11.000000;-9.000000;41.000000;61.000000;-9.000000;1620.000000;
485;3482;1;1595;3566;1595.000000;1.000000;1.000000;1.000000;1.000000;41.000000;71.000000;1.000000;71.000000;41.000000;31.000000;81.000000;1.000000;21.000000;41.000000;11.000000;81.000000;41.000000;61.000000;71.000000;-9.000000;1.000000;81.000000;-9.000000;11.000000;21.000000;61.000000;41.000000;41.000000;71.000000;31.000000;41.000000;11.000000;61.000000;11.000000;-9.000000;81.000000;-9.000000;81.000000;11.000000;61.000000;61.000000;41.000000;41.000000;51.000000;21.000000;1.000000;51.000000;41.000000;11.000000;1.000000;71.000000;21.000000;41.000000;21.000000;11.000000;1.000000;61.000000;31.000000;11.000000;11.000000;61.000000;21.000000;71.000000;51.000000;51.000000;31.000000;1.000000;1.000000;1595.000000;
486;4521;1;1755;3566;1755.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;61.000000;31.000000;11.000000;1.000000;1.000000;11.000000;11.000000;61.000000;1.000000;41.000000;1.000000;1.000000;11.000000;71.000000;51.000000;1.000000;31.000000;31.000000;71.000000;11.000000;31.000000;1.000000;61.000000;71.000000;71.000000;51.000000;1.000000;11.000000;11.000000;1.000000;61.000000;41.000000;81.000000;81.000000;51.000000;1.000000;-9.000000;81.000000;81.000000;61.000000;41.000000;41.000000;1.000000;1.000000;1.000000;41.000000;61.000000;21.000000;11.000000;61.000000;61.000000;-9.000000;41.000000;61.000000;1.000000;61.000000;51.000000;61.000000;71.000000;61.000000;31.000000;61.000000;51.000000;1755.000000;
487;4125;1;1695;3566;1695.000000;1.000000;1.000000;1.000000;1.000000;71.000000;71.000000;11.000000;81.000000;21.000000;31.000000;21.000000;1.000000;21.000000;1.000000;-9.000000;81.000000;51.000000;11.000000;61.000000;71.000000;1.000000;11.000000;31.000000;21.000000;41.000000;71.000000;1.000000;11.000000;1.000000;31.000000;51.000000;81.000000;71.000000;81.000000;51.000000;1.000000;81.000000;-9.000000;61.000000;-9.000000;71.000000;31.000000;71.000000;61.000000;51.000000;11.000000;31.000000;81.000000;61.000000;71.000000;1.000000;71.000000;31.000000;11.000000;21.000000;51.000000;31.000000;71.000000;-9.000000;41.000000;51.000000;1.000000;21.000000;51.000000;21.000000;-9.000000;61.000000;1.000000;1695.000000;
488;1338;1;295;3566;295.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;31.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;31.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;1.000000;21.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;1.000000;11.000000;31.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;295.000000;
489;1506;1;335;3566;335.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;11.000000;31.000000;21.000000;21.000000;21.000000;1.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;11.000000;21.000000;1.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;11.000000;11.000000;21.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;11.000000;31.000000;1.000000;11.000000;11.000000;41.000000;11.000000;1.000000;11.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;335.000000;
490;1311;1;290;3566;290.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;31.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;21.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;1.000000;21.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;1.000000;1.000000;11.000000;31.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;290.000000;
491;5157;1;1890;3566;1890.000000;1.000000;1.000000;1.000000;1.000000;11.000000;31.000000;41.000000;81.000000;-9.000000;41.000000;21.000000;11.000000;11.000000;51.000000;51.000000;1.000000;71.000000;71.000000;31.000000;31.000000;61.000000;61.000000;61.000000;71.000000;61.000000;41.000000;21.000000;1.000000;1.000000;1.000000;-9.000000;81.000000;41.000000;1.000000;11.000000;51.000000;41.000000;71.000000;1.000000;51.000000;71.000000;41.000000;71.000000;51.000000;81.000000;41.000000;81.000000;61.000000;41.000000;71.000000;61.000000;61.000000;61.000000;21.000000;81.000000;71.000000;1.000000;81.000000;81.000000;31.000000;71.000000;-9.000000;61.000000;11.000000;1.000000;61.000000;11.000000;51.000000;1890.000000;
492;3686;1;1625;3566;1625.000000;1.000000;1.000000;1.000000;1.000000;61.000000;31.000000;11.000000;1.000000;71.000000;11.000000;41.000000;81.000000;61.000000;41.000000;51.000000;11.000000;21.000000;51.000000;41.000000;81.000000;41.000000;71.000000;11.000000;1.000000;51.000000;71.000000;1.000000;31.000000;61.000000;61.000000;71.000000;1.000000;11.000000;71.000000;21.000000;61.000000;51.000000;11.000000;31.000000;-9.000000;71.000000;41.000000;51.000000;41.000000;21.000000;51.000000;41.000000;11.000000;41.000000;21.000000;71.000000;31.000000;21.000000;1.000000;-9.000000;31.000000;21.000000;61.000000;11.000000;71.000000;61.000000;21.000000;71.000000;51.000000;61.000000;61.000000;51.000000;-9.000000;1625.000000;
493;3632;1;1615;3566;1615.000000;1.000000;1.000000;1.000000;1.000000;31.000000;21.000000;81.000000;51.000000;11.000000;1.000000;21.000000;21.000000;21.000000;51.000000;61.000000;11.000000;61.000000;71.000000;11.000000;21.000000;81.000000;31.000000;1.000000;1.000000;1.000000;1.000000;71.000000;41.000000;-9.000000;41.000000;31.000000;81.000000;51.000000;1.000000;11.000000;1.000000;21.000000;31.000000;71.000000;11.000000;31.000000;31.000000;-9.000000;1.000000;1.000000;31.000000;11.000000;1.000000;31.000000;71.000000;61.000000;31.000000;11.000000;61.000000;11.000000;51.000000;71.000000;21.000000;-9.000000;81.000000;1.000000;61.000000;11.000000;41.000000;81.000000;31.000000;61.000000;71.000000;1615.000000;
494;4606;1;1770;3566;1770.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;11.000000;41.000000;-9.000000;81.000000;61.000000;11.000000;51.000000;1.000000;1.000000;61.000000;61.000000;61.000000;-9.000000;51.000000;1.000000;11.000000;71.000000;51.000000;51.000000;31.000000;61.000000;51.000000;41.000000;31.000000;11.000000;1.000000;61.000000;11.000000;11.000000;71.000000;1.000000;21.000000;71.000000;51.000000;21.000000;81.000000;71.000000;41.000000;11.000000;1.000000;1.000000;31.000000;71.000000;81.000000;31.000000;1.000000;71.000000;71.000000;11.000000;71.000000;71.000000;71.000000;21.000000;11.000000;81.000000;71.000000;81.000000;11.000000;51.000000;81.000000;1.000000;51.000000;1770.000000;
495;3184;1;1540;3566;1540.000000;1.000000;1.000000;1.000000;1.000000;71.000000;11.000000;1.000000;81.000000;31.000000;41.000000;11.000000;21.000000;81.000000;71.000000;11.000000;51.000000;11.000000;71.000000;1.000000;1.000000;61.000000;31.000000;71.000000;51.000000;61.000000;31.000000;31.000000;21.000000;1.000000;61.000000;41.000000;1.000000;-9.000000;71.000000;51.000000;31.000000;41.000000;-9.000000;41.000000;81.000000;11.000000;71.000000;71.000000;1.000000;31.000000;61.000000;51.000000;61.000000;11.000000;21.000000;41.000000;51.000000;21.000000;11.000000;41.000000;11.000000;61.000000;11.000000;31.000000;-9.000000;71.000000;71.000000;1.000000;11.000000;1.000000;1.000000;61.000000;31.000000;1540.000000;
496;4636;1;1775;3566;1775.000000;1.000000;1.000000;1.000000;1.000000;81.000000;41.000000;61.000000;1.000000;1.000000;21.000000;21.000000;31.000000;51.000000;41.000000;51.000000;81.000000;51.000000;61.000000;71.000000;1.000000;1.000000;-9.000000;51.000000;21.000000;-9.000000;21.000000;-9.000000;11.000000;61.000000;1.000000;71.000000;71.000000;1.000000;41.000000;51.000000;71.000000;41.000000;41.000000;1.000000;81.000000;11.000000;-9.000000;21.000000;71.000000;61.000000;61.000000;81.000000;21.000000;61.000000;51.000000;81.000000;41.000000;41.000000;61.000000;31.000000;1.000000;21.000000;41.000000;31.000000;81.000000;21.000000;21.000000;31.000000;1.000000;61.000000;1.000000;71.000000;31.000000;1775.000000;
497;3025;1;1500;3566;1500.000000;1.000000;1.000000;1.000000;1.000000;71.000000;11.000000;1.000000;41.000000;81.000000;71.000000;51.000000;-9.000000;-9.000000;11.000000;-9.000000;21.000000;41.000000;11.000000;11.000000;41.000000;51.000000;11.000000;61.000000;51.000000;61.000000;21.000000;11.000000;21.000000;41.000000;1.000000;41.000000;41.000000;71.000000;61.000000;61.000000;71.000000;11.000000;51.000000;41.000000;31.000000;21.000000;71.000000;11.000000;81.000000;51.000000;51.000000;41.000000;41.000000;41.000000;-9.000000;1.000000;-9.000000;1.000000;61.000000;21.000000;41.000000;-9.000000;-9.000000;71.000000;31.000000;21.000000;51.000000;31.000000;71.000000;41.000000;1.000000;-9.000000;-9.000000;1500.000000;
